X,Y,OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID
-9823784.37031153,4881785.910006,6001,MTD Bus Stop,"12"" X 18""", ,Punched Telespar, ,MTD, ,N/A,MTD,6459,,AERIAL,G,,4613,,{3889CB24-2F1B-4ADD-8FD8-7EC606CFDD6E}
-9823592.75185724,4881493.3729473,6002,MTD Bus Stop,"12"" X 18""", ,Punched Telespar, ,MTD, ,N/A,MTD,6460,,AERIAL,G,,4614,,{20BBF5AB-82E8-4462-A89E-8539E1B26D14}
-9828754.21026567,4876952.29900342,6003,Stop,"30""", ,Punched Telespar, ,Regulatory,2010,R1-1,Champaign,6461,,AERIAL,E,,4615,,{367C90E0-1CCA-455B-8DFF-8B0C246DB9CB}
-9828381.30404994,4876863.01741052,6004,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6462,,AERIAL,E,,4616,,{11395116-A283-487F-BBFD-A581DA511165}
-9828255.52833026,4876847.07526003,6005,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6463,,AERIAL,E,,4617,,{0D7193B1-7F4D-440F-BF67-E20B2387D978}
-9828241.89517653,4876817.2597913,6006,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,6464,,AERIAL,E,,4618,,{7569CB09-F87D-4178-886C-EFA35E917141}
-9827909.69746505,4876221.32272243,6007,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,6465,,AERIAL,E,,4619,,{D26F31E0-39A7-417D-824B-CEEA61B0CE93}
-9827879.19232565,4876234.78174495,6008,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,6466,,AERIAL,E,,4620,,{AEA4B626-700B-4F1F-AC52-FC47A079674C}
-9827900.09728913,4876045.8581366,6009,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,6467,,AERIAL,E,,4621,,{10DF116C-C4FC-4E37-9B92-E4E032E7ABEE}
-9823825.17238226,4880232.03370402,6010,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6468,,AERIAL,G,,4501,,{DC0C5CF3-C0C6-456E-BE3B-8EE59996172D}
-9824295.87869424,4881064.84458466,6011,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,6469,,AERIAL,G,,4622,,{CFB68038-8832-4622-8715-27FC74FB74E4}
-9824413.8573822,4881131.62890576,6012,Stop,"30""", ,Punched Telespar, ,Regulatory,,R1-1,Champaign,6470,,AERIAL,G,,4623,,{75A7DA9B-412F-43D0-953F-8EE4FD298E2B}
-9824396.11655669,4881812.7606549,6013,Stop,"30""",All-way,Punched Telespar,2014,Regulatory, ,R1-1,Champaign,6471,,AERIAL,G,,4624,,{D0DB36D8-DCB9-4648-B6D3-D8C34C3C8D0E}
-9824272.02012958,4881783.37534848,6014,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,6472,,AERIAL,G,,4503,,{3B62141D-8128-41D1-A7DF-650C3D8D4F2C}
-9824142.73674548,4881811.1556704,6015,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,6473,,AERIAL,G,,4625,,{1ADE229E-A858-4387-BE19-A0B00C443228}
-9824130.28651982,4881782.44358609,6016,Stop,"30""", ,Punched Telespar,2012,Regulatory, ,R1-1,Champaign,6474,,AERIAL,G,,4504,,{E39090F3-B50E-405A-928F-1281925F06C1}
-9823958.07050954,4881808.66212883,6017,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,6475,,AERIAL,G,,4505,,{D44F956E-260A-432D-9EEF-7F029223B998}
-9823970.64807909,4881471.95254866,6018,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,6476,,AERIAL,G,,4506,,{1ED939AF-FE30-49D9-B317-E7CC60F56A88}
-9823930.27676938,4881212.16462775,6019,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6477,,AERIAL,G,,4626,,{C1A53EAC-B3BA-4A46-B3D0-DABBF50B7656}
-9823762.25063436,4881463.93924375,6020,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6478,,AERIAL,G,,4558,,{FA3476A7-D40C-49B3-8361-4BCB13DFFE76}
-9823764.32892759,4881781.41488212,6021,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6479,,AERIAL,G,,4559,,{6E8FBBD5-BB91-4B40-9732-E03437B1BE1A}
-9823764.63967628,4881946.23720379,6022,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,6480,,AERIAL,G,,4561,,{26EC25F6-CA53-4906-A166-7F59F87AC16A}
-9823766.26666968,4882171.68628282,6023,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6481,,AERIAL,G,,4507,,{4FCEC4A9-5ADB-475F-AD2F-A883B17DB13C}
-9823567.16520576,4881484.41456754,6024,Stop,"30""", ,Punched Telespar,2013,Regulatory, ,R1-1,Champaign,6482,,AERIAL,G,,4627,,{2C74D886-88EF-49B3-80E9-E00D8019E315}
-9823569.98564515,4882188.79501301,6025,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6483,,AERIAL,G,,4628,,{AF6BC180-6FF0-4C12-AEB5-BEC993F94B46}
-9823604.00164025,4882176.17219975,6026,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6484,,AERIAL,G,,4513,,{77F4E071-6E01-40BF-8E89-188273563201}
-9822661.31654748,4879662.68724892,6027,Stop,"30""",4-Way,Streetlight, ,Regulatory,,R1-1,Champaign,6485,,AERIAL,F,,4629,,{176B7F13-D19B-404B-B8F7-D26554FA1344}
-9823602.24289376,4881785.89054487,6028,Stop,"30""",Cross Traffic Does Not Stop,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6486,,AERIAL,G,,4585,,{93DBD4DC-2A00-4C0B-9FDE-4F0219379787}
-9823598.81638651,4881470.77419801,6029,Stop,"30""", ,Punched Telespar,2013,Regulatory, ,R1-1,Champaign,6487,,AERIAL,G,,4517,,{21973706-7EAC-44A5-B3CB-4B4920042D46}
-9823594.90144518,4881198.34269029,6030,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6488,,AERIAL,G,,4518,,{AF0056FF-E0FF-41EF-9D9D-24E06E38F2CD}
-9823567.07375424,4881211.05366733,6031,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6489,,AERIAL,G,,4588,,{3EC186E3-F9AB-4A56-884D-75387DC5D252}
-9823593.71809622,4881074.7893715,6032,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6490,,AERIAL,G,,4519,,{E793B72C-C3A2-4FB2-AA2C-7E33995AD437}
-9823564.36286848,4881087.41336203,6033,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6491,,AERIAL,G,,4630,,{DF6FFA44-F2DF-469A-8CBE-C0317C7F9CE1}
-9823412.79030296,4881073.00094044,6034,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6492,,AERIAL,G,,4631,,{ACEAADA8-A2CE-44B8-ACD4-D73C52D84272}
-9823380.32903074,4881098.8271407,6035,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6493,,AERIAL,G,,4520,,{13D8EC2E-6092-4FAF-B469-5F10EE88F8B7}
-9823249.19621615,4881084.08494834,6036,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6494,,AERIAL,G,,4632,,{50D3967B-8A33-4E1F-8EF1-D55333A34590}
-9823411.59244196,4881196.91733536,6037,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6495,,AERIAL,G,,4633,,{496E5585-46DE-414C-92AC-1DE088107DF9}
-9823378.82280282,4881213.07716839,6038,Stop,"30""", ,Punched Telespar, ,Regulatory,,R1-1,Champaign,6496,,AERIAL,G,,4521,,{2DB8FF4C-66AF-4F99-9668-28EC1DEF4456}
-9823235.39008491,4881198.83944343,6039,Stop,"30""", ,Punched Telespar, ,Regulatory,,R1-1,Champaign,6497,,AERIAL,G,,4634,,{A28E55DB-998A-474D-9A27-E528B92D6622}
-9827859.71806781,4876552.90991656,6040,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6498,,AERIAL,E,,4635,,{2DE175E5-86C1-411A-B220-FF374C3FF95C}
-9827863.85779576,4876680.95864307,6041,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6499,,AERIAL,E,,4636,,{E2945D8D-C3B0-47D4-9C54-47C817C94D64}
-9828417.92450064,4876676.12944368,6042,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6500,,AERIAL,E,,4637,,{DF3EF81E-E734-4F15-9BA8-B5D2058E7984}
-9828519.87134496,4876390.67410452,6043,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,6501,,AERIAL,E,,4638,,{896DF1D6-FF99-46E5-B3E0-D0F6072DFFB0}
-9828484.70282032,4876388.78167215,6044,Stop,"30""", ,Unpunched Telespar,2010,Regulatory,,R1-1,Champaign,6502,,AERIAL,E,,4639,,{F0172BA0-4264-45CA-9D6D-750737AE055E}
-9828561.0002747,4876288.00960428,6045,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,6503,,AERIAL,E,,4640,,{324693B6-B8FB-4A24-97D0-DF059997A684}
-9827842.16346785,4876931.64029193,6046,Stop,"30""",4-Way,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,6504,,AERIAL,E,,4641,,{3F6A15C8-A319-4CEC-93D7-2F33E23A38D6}
-9827343.14524843,4878103.94498239,6047,Stop,"30""", ,Punched Telespar,2014,Regulatory, ,R1-1,Champaign,6505,,AERIAL,E,,4528,,{45A1E523-C4F6-46B4-8DAA-00C69AA467ED}
-9823840.11092291,4880672.35019363,6048,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6506,,AERIAL,G,,4531,,{6F5EC2B5-A9D6-41F3-8F41-EB5620634A3A}
-9823560.67167301,4880673.73835361,6049,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6507,,AERIAL,G,,4642,,{73B9E32C-61E2-4A54-833E-4543EDBA180B}
-9824492.09839397,4880875.89988949,6050,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6508,,AERIAL,G,,4643,,{5FC98E97-D5D2-4888-81F9-03361FE444C5}
-9824143.63288709,4881974.380127,6051,Stop,"30""", ,Punched Telespar,2019,Regulatory, ,R1-1,Champaign,6509,,AERIAL,G,,4532,,{1DBDB55A-D1E2-4DBB-A784-9F5E43D26EDA}
-9823948.37877942,4882308.20683998,6052,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,IDOT,6510,,AERIAL,G,,4644,,{DDDD6926-D378-4753-89B8-EC69BDD82E0F}
-9823938.7892082,4882190.83742139,6053,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,6511,,AERIAL,G,,4610,,{3FAE0040-6B1C-4D1A-BCCB-55C17DF9B1B3}
-9824111.81083247,4878965.03047484,6054,Bidirectional Turn Lane,"24"" X 36""", ,Punched Telespar, ,Regulatory, ,R3-9b,Champaign,6512,,AERIAL,F,,4645,,{443F686F-1A4D-4476-A671-6B1D6317CE4E}
-9824089.3344011,4878993.49885064,6055,Bidirectional Turn Lane,"24"" X 36""", ,Punched Telespar, ,Regulatory,,R3-9b,Champaign,6513,,AERIAL,F,,4646,,{5BB6A9C9-A871-449A-AEC0-58BD1958FDB5}
-9823644.58774261,4878474.4985366,6056,Lane Use -Left/Straight and Right,"30"" X 36""", ,Unpunched Telespar, ,Regulatory, ,N/A,Champaign,6514,,AERIAL,F,,4647,,{168054F3-C297-4D8E-806B-8A99C15DD373}
-9823599.68737059,4878495.46976279,6057,Right Turn Only,"30"" X 36""", ,Punched Telespar, ,Regulatory,,R3-5R,Champaign,6515,,AERIAL,F,,4648,,{704B0978-4595-4F6D-9B84-6BDDA859FBD8}
-9823577.41203393,4882022.8898009,6058,Left Lane Must Turn Left,"30"" X 30""", ,Streetlight, ,Regulatory, ,R3-7,Champaign,6516,,AERIAL,G,,4649,,{205704A6-76C2-47F1-ADBD-F4A0F380DA17}
-9823596.7299919,4882038.09376386,6059,Right Lane Must Turn Right,"30"" X 30""", ,Unpunched Telespar, ,Regulatory, ,R3-7R,Champaign,6517,,AERIAL,G,,4581,,{D3E8413C-144B-486F-B470-4535C72F2D64}
-9824723.48842664,4878975.25589068,6060,35 mph Speed Limit,"24"" X 30""", ,Unpunched Telespar,2013,Regulatory, ,R2-1,Champaign,6518,,AERIAL,F,,4650,,{D24B82FF-187D-4208-9A27-1DD99F1C64D7}
-9823932.96193085,4881969.7184136,6061,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar, ,Regulatory, ,R2-1,Champaign,6519,,AERIAL,G,,4566,,{8718FC71-0003-4246-8618-B269CCAFBF8E}
-9822614.68133844,4879159.86418305,6062,Stop,"30""", ,Old Metal Post, ,Regulatory,,R1-1,Champaign,6520,,AERIAL,F,,4651,,{58A3940F-981B-4CF2-A205-67CF0B5A3197}
-9823576.84980225,4881859.78635016,6063,30 mph Speed Limit,"24"" X 30""", ,Unpunched Telespar, ,Regulatory, ,R2-1,Champaign,6521,,AERIAL,G,,4572,,{EBA1ADA4-1725-406C-8ABB-02D2A927465E}
-9823595.68523035,4881870.14593306,6064,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar, ,Regulatory, ,R2-1,Champaign,6522,,AERIAL,G,,4582,,{DA58C799-9272-4D29-BBE8-897B7522FD9A}
-9824333.29552596,4881789.96998469,6065,End School Zone,"24"" X 30""", ,Punched Telespar, ,School, ,S5-2,Champaign,6523,Southside,AERIAL,G,,4652,,{1ADA1216-66BD-43B1-AD22-B32EB8FF405B}
-9824275.68310807,4881804.91346694,6066,School Zone,"30""",Ahead,Streetlight, ,School, ,S1-1,Champaign,6524,Southside,AERIAL,G,,4653,,{57F81CDE-900E-4C2E-B0DA-69578A2A61D8}
-9824339.8725966,4881805.81515931,6067,20 mph School Speed Limit,"24"" X 48""", ,Streetlight, ,School,on school days when children are present,S4-I100,Champaign,6525,Southside,AERIAL,G,,4654,,{2C716302-610A-48EF-BF46-38AD275E7DC7}
-9823757.34666506,4881953.8924291,6068,Pedestrian Crossing,"30""", ,Punched Telespar, ,Warning, ,W11-2,Champaign,6526,,AERIAL,G,,4655,,{34A86BDC-C037-4F9C-B806-59FBD04FF7B3}
-9823461.16428945,4881979.31784079,6069,School Zone,"30""", ,School Zone Flasher, ,School, ,S1-1,Champaign,6527,Edison Middle School,AERIAL,G,,4656,,{9963F194-8ED2-496C-9020-5ED51178E8AF}
-9823522.88042456,4881979.04996482,6070,20 mph School Speed Limit,"24"" X 48""",speed Limit 20 when children are present,Streetlight, ,School,on school days when children are present,S4-I100,Champaign,6528,Edison Middle School,AERIAL,G,,4657,,{668CB4EA-2A21-4B77-82BA-C1D9ADE87499}
-9823571.49463238,4881977.34304191,6071,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar, ,Warning, ,W11-2,Champaign,6529,,AERIAL,G,,4658,,{E9498B0E-1F1D-4504-A25B-825A3DD47EAF}
-9823754.59193815,4881976.26063362,6072,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar, ,Warning, ,W11-2,Champaign,6530,,AERIAL,G,,4659,,{18E91A7D-B4F9-4565-820C-3D95B484F73C}
-9823869.7182765,4881970.27239313,6073,End School Zone,"24"" X 30""", ,Streetlight, ,School, ,S5-2,Champaign,6531,Edison Middle School,AERIAL,G,,4660,,{833D0E4F-97ED-414D-824C-7E62FE773D1E}
-9824268.64175731,4881967.87629611,6074,School Zone,"30""",Ahead,Punched Telespar, ,School,,S1-1,Champaign,6532,Southside,AERIAL,G,,4661,,{77D4DEE4-A23B-4248-8089-95DBC8A70D73}
-9824318.72270716,4881966.97544361,6075,20 mph School Speed Limit,"24"" X 48""",speed Limit 20 when children are present,Streetlight, ,School,on school days when children are present,S4-I100,Champaign,6533,Southside,AERIAL,G,,4662,,{BE5C0E1B-3A8E-4CEE-A2F4-0EC22CDB9784}
-9824400.7341594,4881966.27375884,6076,Pedestrian Crossing,"30""", ,Punched Telespar, ,Warning,,W11-2,Champaign,6534,Southside,AERIAL,G,,4663,,{35FE7B67-79DE-450C-B97A-896B4D22859C}
-9823576.90193744,4881897.55886427,6077,End School Zone,"24"" X 30""", ,Unpunched Telespar, ,School, ,S5-2,Champaign,6535,Edison Middle School,AERIAL,G,,4664,,{138B0447-2780-47BA-925B-8393963FB16D}
-9823577.43174131,4881979.97350079,6078,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar, ,Warning, ,W11-2,Champaign,6536,,AERIAL,G,,4665,,{8191921C-57ED-44A3-AFBD-8026D9B7BAD0}
-9823577.55719607,4882096.80364805,6079,20 mph School Speed Limit,"24"" X 48""", ,Punched Telespar, ,School,on school days when children are present,S4-I100,Champaign,6537,Edison Middle School,AERIAL,G,,4575,,{BA717DC8-D361-483C-8020-68524122A6FF}
-9823578.06094787,4882149.83236443,6080,School Zone,"30""",Ahead,Unpunched Telespar, ,School, ,S1-1,Champaign,6538,Edison Middle School,AERIAL,G,,4666,,{7742253A-E04F-4E0D-9DBE-7DE9FB8A6156}
-9823597.47649451,4882150.67903904,6081,School Zone,"30""",Ahead,Unpunched Telespar, ,School, ,S1-1,Champaign,6539,Edison Middle School,AERIAL,G,,4667,,{5E6F0801-6733-491F-B137-96DAD80B7ECF}
-9823597.08296508,4882098.33484703,6082,20 mph School Speed Limit,"24"" X 48""", ,Streetlight, ,School,on school days when children are present,S4-I100,Champaign,6540,Edison Middle School,AERIAL,G,,4668,,{D98C80E4-35C4-4D74-BD74-945AC4514EA4}
-9823596.93850092,4881980.5373625,6083,Pedestrian Crossing,"30""",Arrow Down Left,Unpunched Telespar, ,Warning, ,W11-2,Champaign,6541,,AERIAL,G,,4669,,{B9AD27C9-011E-45BD-8C00-419F52C7F03B}
-9823604.44146837,4881949.82614026,6084,Pedestrian Crossing,"30""",Arrow Down Left,Traffic Signal Standard, ,Warning, ,W11-2,Champaign,6542,Edison Middle School,AERIAL,G,,4670,,{D28C6E70-485C-4C91-A27C-4F400A2AE2AB}
-9823596.57465649,4881898.49320588,6085,End School Zone,"24"" X 30""", ,Unpunched Telespar, ,School, ,S5-2,Champaign,6543,Edison Middle School,AERIAL,G,,4671,,{E039B4C8-B7F2-4E6B-A5EC-9F8AFFFC45FC}
-9827841.21071671,4876550.30425829,6086,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar, ,Warning,,W11-2,Champaign,6544,,AERIAL,E,,4672,,{F5F9A65F-1CC7-4F0B-A5B6-C7FF295C0535}
-9827853.42002885,4876573.21093429,6087,Pedestrian Crossing,"30""",Arrow Down Left,Punched Telespar, ,Warning,,W11-2,Champaign,6545,,AERIAL,E,,4599,,{BE137B94-8554-4103-B46C-1B39364BAFB5}
-9827927.40887777,4876691.91024267,6088,School Zone,"30""",Ahead,Punched Telespar, ,School,,S1-1,Champaign,6546,Barkstall,AERIAL,E,,4673,,{99D785A1-C383-4D56-BBA6-B7D3BBA2BF63}
-9823766.26666968,4882171.68628282,6089,Do Not Enter,"30"" X 30""", ,Punched Telespar, ,School,Folded sign and locked,R5-1,Champaign,6547,Edison Middle School,AERIAL,G,,4507,,{1E1D398D-2DF1-4AFA-AC35-DF6D8AE7EFEC}
-9823596.69876101,4881543.27537763,6090,Do Not Enter,"30"" X 30""", ,Streetlight, ,Regulatory,,R5-1,Champaign,6548,,AERIAL,G,,4674,,{E8FE1043-C5F3-4749-9F79-043435C0F36F}
-9824173.24304923,4878950.64674221,6091,Pedestrian Crossing,"48""",Arrow Down,Punched Telespar, ,Warning,,W11-2,Champaign,6549,,AERIAL,F,,4675,,{BDFA0FAF-9AAD-4059-B8B5-F8D80140AC58}
-9824127.98170901,4878960.53888517,6092,Stop Ahead,"30"" X 30""", ,Punched Telespar, ,Warning,,W3-1,Champaign,6550,,AERIAL,F,,4539,,{B1C6A2A7-558D-4FAF-8828-9C966751D41C}
-9824172.07060566,4878972.1480336,6093,Pedestrian Crossing,"36""",Arrow Down,Punched Telespar, ,Warning,,W11-2,Champaign,6551,,AERIAL,F,,4676,,{CD71CD7D-EB51-4BCA-B07C-E00CC00E4013}
-9823579.30390741,4878459.23154064,6094,Push Button to Cross,"8"" X 12""", ,Traffic Signal Mast Arm, ,Regulatory,Knollwood Dr.,R10-3,Champaign,6552,,AERIAL,F,,4495,,{5F330D18-D71C-4F50-B459-6E041410FFDA}
-9823579.30390741,4878459.23154064,6095,Push Button to Cross,"8"" X 12""", ,Traffic Signal Mast Arm, ,Regulatory,Neil St,R10-3,Champaign,6553,,AERIAL,F,,4495,,{90EB58B6-37C0-4190-8E1B-33FB7D2E87BC}
-9823535.70532786,4878492.95547653,6096,Stop Here on Red,"24"" X 30""", ,Traffic Signal Standard, ,Regulatory, ,R10-6a,Champaign,6554,,AERIAL,F,,4677,,{612FDB87-F548-469F-A493-CF78D8B13909}
-9823569.99734575,4878506.1237677,6097,Push Button to Cross,"8"" X 12""", ,Traffic Signal Standard, ,Regulatory,Knollwood Dr.,R10-3,Champaign,6555,,AERIAL,F,,4678,,{49038B6F-3F1A-4368-891C-3995D0D99EE4}
-9827778.0433982,4876225.30072841,6098,Object Marker,"18"" X 18""", ,U-Channel, ,Object Marker,,OM4-2,Champaign,6556,,AERIAL,E,,4679,,{847FA496-D3D5-410B-90F5-8A3A141CD8F7}
-9827778.13094026,4876222.95655928,6099,Object Marker,"18"" X 18""", ,U-Channel, ,Object Marker,,OM4-2,Champaign,6557,,AERIAL,E,,4680,,{FEADFBB8-2BAB-4B7E-B0CB-E0395D5D12B9}
-9827778.17087977,4876228.90523221,6100,Object Marker,"18"" X 18""", ,U-Channel, ,Object Marker,,OM4-2,Champaign,6558,,AERIAL,E,,4681,,{64A24E8B-C701-403E-9DDA-264CF2272D8A}
-9823499.82891079,4881978.4344843,6101,Merge Left,"30"" X 30""", ,Punched Telespar, ,Warning, ,W4-2L,Champaign,6559,,AERIAL,G,,4682,,{1D8AE743-A818-4C79-B3BA-9B6AD6A89D3D}
-9823577.28888011,4881984.69726186,6102,Public Library,"24"" X 36""", ,Punched Telespar, ,Guide,,I-8,Champaign,6560,,AERIAL,G,,4683,,{4C2347CA-5ECD-43CF-AD5A-86E09A2A6ACB}
-9823576.42352,4882305.51211836,6103,Push Button to Cross,"8"" X 12""", ,Traffic Signal Mast Arm, ,Regulatory,left arrow,R10-3,IDOT,6561,,AERIAL,G,,4510,,{9B5B494C-4181-4B9D-8022-0BC761AAB8B4}
-9823576.42352,4882305.51211836,6104,Push Button to Cross,"8"" X 12""", ,Traffic Signal Mast Arm, ,Regulatory,right arrow,R10-3,IDOT,6562,,AERIAL,G,,4510,,{90864DD5-6D17-42E2-8F75-686A49176E18}
-9823575.01064922,4882333.91618482,6105,Push Button to Cross,"8"" X 12""", ,Traffic Signal Standard, ,Regulatory,left arrow,R10-3,IDOT,6563,,AERIAL,G,,4684,,{D6EFEA60-0207-4884-A849-71ACB4D0A640}
-9823575.01064922,4882333.91618482,6106,Push Button to Cross,"8"" X 12""", ,Traffic Signal Standard, ,Regulatory,right arrow,R10-3,IDOT,6564,,AERIAL,G,,4684,,{6091DFAF-AFFC-4386-923E-F780552AA53F}
-9823605.51264885,4882337.05878118,6107,Push Button to Cross,"8"" X 12""", ,Traffic Signal Standard, ,Regulatory,left arrow,R10-3,IDOT,6565,,AERIAL,G,,4511,,{E4C219BB-7DC5-44AF-B775-DEFFC24B0FCB}
-9823605.51264885,4882337.05878118,6108,Push Button to Cross,"8"" X 12""", ,Traffic Signal Standard, ,Regulatory,right arrow,R10-3,IDOT,6566,,AERIAL,G,,4511,,{572CEAAE-AD57-4F51-B8C4-7794B9E9D51A}
-9823601.95935754,4882304.81081035,6109,Push Button to Cross,"8"" X 12""", ,Traffic Signal Mast Arm, ,Regulatory,right arrow,R10-3,IDOT,6567,,AERIAL,G,,4512,,{E7245A3B-CE95-48F8-884C-32079825AD27}
-9823601.95935754,4882304.81081035,6110,Push Button to Cross,"8"" X 12""", ,Traffic Signal Mast Arm, ,Regulatory,left arrow,R10-3,IDOT,6568,,AERIAL,G,,4512,,{0A8C6B4A-A1A9-4E17-88BD-84728BA3ECBD}
-9823596.7299919,4882038.09376386,6111,Police Parking Only,"12"" X 18""", ,Unpunched Telespar, ,Parking,,N/A,Champaign,6569,,AERIAL,G,,4581,,{5648E0AC-0339-4C35-90F3-7C9303AB07D9}
-9823604.44146837,4881949.82614026,6112,No Turn on Red on school days when children are present,"24"" X 30""", ,Traffic Signal Standard, ,School,,R10-11,Champaign,6570,Edison Middle School,AERIAL,G,,4670,,{181BFD0C-F444-435E-83A3-F50EA8581DFB}
-9823574.54246521,4881948.70549717,6113,No Turn on Red on school days when children are present,"24"" X 30""", ,Traffic Signal Standard, ,School,,R10-11,Champaign,6571,Edison Middle School,AERIAL,G,,4509,,{250939B0-B1C7-487B-A0AB-D1D527ADE244}
-9827842.78456544,4876821.81358447,6114,Stop Ahead,"30"" X 30""", ,Punched Telespar, ,Warning, ,W3-1,Champaign,6572,,AERIAL,E,,4685,,{63A8D31C-A149-4D64-8DD9-9DBBCC8238CA}
-9827823.09271501,4876937.84649651,6115,20 mph School Speed Limit,"24"" X 48""", ,Punched Telespar,2015,School,on school days when children are present,S4-I100,Champaign,6573,Barkstall,AERIAL,E,,4686,,{7ED6B68B-B47C-45F4-BAB1-3327F62F6933}
-9823624.24853864,4878495.60166529,6116,Adopt A Highway,"24"" X 36""",,Unpunched Telespar, ,Custom,Fox Development Corp. ,AHA,Champaign,6574,,AERIAL,F,,4687,,{5BA9518E-4F87-4EAA-B128-2416AB89FA88}
-9823571.49463238,4881977.34304191,6117,One Way Left,"18"" X 24""", ,Punched Telespar, ,Regulatory, ,R6-2L,Champaign,6575,,AERIAL,G,,4658,,{3D246590-435E-4430-9E69-17BE173DF858}
-9823567.16520576,4881484.41456754,6118,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,6576,,AERIAL,G,,4627,,{0BF9676B-664A-419C-9DDE-5051BEE5E8C1}
-9823567.16520576,4881484.41456754,6119,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6577,,AERIAL,G,,4627,,{224D4E78-C603-40EE-B201-C093B21D84A6}
-9823574.54246521,4881948.70549717,6120,One Way Right,"18"" X 24""", ,Traffic Signal Mast Arm, ,Regulatory, ,R6-2R,Champaign,6578,,AERIAL,G,,4509,,{A3B70F85-0C3A-48B1-A173-DAB161471EA0}
-9823574.6662018,4881977.81124648,6121,One Way Right,"18"" X 24""", ,Traffic Signal Standard, ,Regulatory, ,R6-2R,Champaign,6579,,AERIAL,G,,4688,,{4E8D3DF0-B352-4BEF-A1F0-FA67881CE88C}
-9823569.98564515,4882188.79501301,6122,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1L,Champaign,6580,,AERIAL,G,,4628,,{9757C1EB-05FD-45F6-9CD3-78DB923F7021}
