X,Y,OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID
-9822686.37812909,4884621.10156744,15260,Pedestrian Crossing, , , , , , , ,,,,,,,,,{DB9879DE-741B-40FB-8341-32EC73B0E366}
-9824786.61745603,4881808.09334518,15261, , , , , , ,Cross Traffic Does Not Stop, ,,,,,,,,,{030ECD09-6992-4CD7-9883-934951001FFA}
-9824829.56087541,4881790.07603546,15262, , , , , , ,Cross Traffic Does Not Stop, ,,,,,,,,,{E8C9F37A-D6DB-4688-8D26-BBAD9C6BA744}
-9822325.11647689,4881621.23914696,15263,No Parking to Corner, , , ,2019, , , ,,,,,,,,,{14AB55B9-5EDD-4385-8F82-3657E302F809}
-9822325.11647689,4881621.23914696,15264,Permit Parking, , , , , , , ,,,,,,,,,{1B348DBD-66D3-4529-9300-4FBF76B4C23E}
-9821960.19991922,4882769.48880334,15265,No Parking 3am-5am, , , , , , , ,,,,,,,,,{99B1F7A4-3FE7-44DC-8201-58E60BAB0BDE}
-9822389.25745089,4882849.88981422,15266,No Parking 3am-5am, , , , , , , ,,,,,,,,,{7669FFB9-21DE-41DB-A7F7-9E761C8968A7}
-9821960.35417344,4882910.16264204,15267,No Parking 3am-5am, , , , , , , ,,,,,,,,,{0A02177D-19C7-4096-BD42-DC32C6C0898A}
-9824135.89665683,4882875.09207423,15268,Police Parking Only, , , , , , , ,,,,,,,,,{474CF417-094D-473E-865B-60A72FC53C26}
-9826493.58722302,4883430.37893287,15269,Left Curve, , ,Punched Telespar,2021,Guide,,W1-1L,,,,,,,,,{10A7D028-4C78-4B0A-94C9-4926D3474AD9}
-9826542.31447277,4883418.54843092,15270,Left Arrow, , ,Punched Telespar,2021,Guide,,W1-6L,,,,,,,,,{8255C4DE-C707-445D-8A8D-47531C79E6CF}
-9826528.03206719,4883385.2375741,15271,Right Curve, , ,Punched Telespar,2021,Guide,,W1-1R,,,,,,,,,{48CF51AA-7674-4CC3-ADB9-8ABF47FD38DC}
-9827937.76770739,4880134.28158481,15272,Dead End, , , ,2021, , , ,,,,,,,,,{5F826A70-71C8-466C-87B5-1C3D5CDCC30F}
-9827937.97697328,4880130.60600155,15273,Dead End, , , ,2021, , , ,,,,,,,,,{DBB5FF78-8349-4F8C-942D-8B77744A18D5}
-9827938.11690059,4880127.20758313,15274,Dead End, , , ,2021, , , ,,,,,,,,,{EFC0BF12-0054-4C4E-8ADF-30FB5506A2E8}
-9827654.86437905,4880779.97436763,15275,Pedestrian Crossing, , ,Punched Telespar, ,Guide, , ,,,,,,,,,{21461D27-F760-41BE-95FA-0AA3352F0B34}
-9827661.91926747,4880765.62105092,15276,Pedestrian Crossing, , ,Punched Telespar, ,Guide, , ,,,,,,,,,{11B2B18C-9870-4D93-B0AA-792ACB1DC1CF}
-9827215.94594872,4880363.75396158,15277,30 mph Speed Limit, , ,Punched Telespar,2021,Regulatory, ,R2-1,,,,,,,,,{10447C5D-DEC4-4049-89C4-74D0E375ECE9}
-9827134.09751633,4880337.17489791,15278,30 mph Speed Limit, , ,Punched Telespar,2021,Regulatory, ,R2-1,,,,,,,,,{59F92ED9-2141-4D3D-B7BA-EF55AB6E79E8}
-9827050.10823217,4880421.39105938,15279,30 mph Speed Limit, , , ,2021, , , ,,,,,,,,,{6CC1F8F7-B872-4C8C-BA75-42EC093AB47A}
-9827013.29895263,4880456.21991035,15280,30 mph Speed Limit, , ,Punched Telespar,2021,Regulatory, ,R2-1,,,,,,,,,{CE082CCD-0676-4B8D-BD4E-34E7F60199E0}
-9823786.86298266,4882568.35848561,15281,Do Not Enter,"30"" X 30""", ,Unpunched Telespar, ,School,Folded sign and locked,R5-1,Champaign,741,Holy Cross,AERIAL,A,,556,,{1600B576-5B6F-4179-8625-F3DB0FA352F4}
-9826607.28691234,4883296.84002121,15282,No Parking,, ,Punched Telespar,2022,Parking,,R7-1,Champaign,747,,AERIAL,B,,562,,{F158486F-B3F2-4927-978D-D93433681F15}
-9826664.42848653,4883297.71202243,15283,No Parking, , ,Punched Telespar,2022,Parking, ,R7-1,Champaign,747,,AERIAL,B,,562,,{4801BED0-6F6F-4EC0-81EC-3847E96905EF}
-9826698.14879213,4883298.0679243,15284,No Parking, , ,Punched Telespar,2022,Parking, ,R7-1,Champaign,747,,AERIAL,B,,562,,{1E23746A-DA34-455B-A70A-FEBB98BFCA4B}
-9826742.16832475,4883297.76341954,15285,No Parking, , ,Punched Telespar,2022,Parking, ,R7-1,Champaign,747,,AERIAL,B,,562,,{406F2A87-4EAC-478C-B0CF-CA6F1807D523}
-9826791.33591156,4883299.63003971,15286,No Parking, , ,Punched Telespar,2022,Parking, ,R7-1,Champaign,747,,AERIAL,B,,562,,{82196511-FF8F-4351-82D3-B0C69566C275}
-9826882.69606975,4883301.02333374,15287,No Parking, , ,Punched Telespar,2022,Parking, ,R7-1,Champaign,747,,AERIAL,B,,562,,{E273ED04-2E22-4EE7-9A8D-FE166C02DABC}
-9826912.59667373,4883300.04191461,15288,No Parking, , ,Punched Telespar,2022,Parking, ,R7-1,Champaign,747,,AERIAL,B,,562,,{8678C326-5AB5-430D-B683-17D4B539E621}
-9821951.42335292,4881819.99118691,15289,No Left Turn,, ,Punched Telespar, ,Regulatory,back to back,R3-2,Champaign,10725,,AERIAL,I,,7259,,{05D723D4-11C9-40BD-A054-15F8D000B4C0}
-9821951.04699075,4881797.93158786,15290,Do Not Enter, , ,Punched Telespar, ,Regulatory,back to back,R5-1,Champaign,10725,,AERIAL,I,,7259,,{FD6CD86C-3C48-4AE2-89A8-F884660856D6}
-9823107.78702279,4882985.21772804,15291,No Outlet, , ,Unpunched Telespar, ,Regulatory, ,W14-2,Champaign,2617,,AERIAL,K,,1887,,{64E90D5B-C459-4463-B347-A3CDC702409C}
-9830836.05851498,4884988.92292464,15292,Stop Ahead,"30""",,Punched Telespar, ,Regulatory, ,W3-1,Champaign,3679,,AERIAL,H,,1940,,{FFEF27D0-81CA-45EE-9CCF-CCB6A092284D}
-9830853.24489434,4885165.73644884,15293,Stop Ahead,"30""", ,Punched Telespar, ,Regulatory, ,W3-1,Champaign,3679,,AERIAL,H,,1940,,{BE4BAD53-B913-4ABB-B195-4F6FBEB8F317}
-9825692.31538691,4885125.83158478,15294,No Parking to Corner,, ,Punched Telespar, ,Regulatory, ,R7-1,Champaign,5780,,AERIAL,B,,4075,,{3B87B623-07CA-4845-BF75-E6BF6336A1F4}
-9825704.07295669,4885131.00653978,15295,No Parking to Corner, , ,Punched Telespar, ,Regulatory, ,R7-1,Champaign,5780,,AERIAL,B,,4075,,{3A96DFC2-C94E-4DEA-8419-64849935721E}
-9826543.99408024,4880260.73378655,15296,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,1377,,AERIAL,C,,1096,,{3C2A1999-E175-4368-811D-AB380099FE28}
-9826425.36645904,4880258.73186002,15297,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,1377,,AERIAL,C,,1096,,{DE6AEAF6-5BEA-46E2-AC98-0EEFC6E64C39}
-9826442.96837959,4880260.28071979,15298,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,1377,,AERIAL,C,,1096,,{8C7C0769-01B0-4F22-8F4E-43A662AE4727}
-9825668.59059878,4880009.355335,15299,Stop,, ,Punched Telespar, ,Streetname, ,R1-1,Champaign,350,,AERIAL,F,Lincoln Rd,266,,{9BCB2AA4-8DA1-4795-AABF-79A952A87BCE}
-9823573.72218666,4878127.31533246,15300,Adopt A Highway,, ,Traffic Signal Mast Arm, ,Custom,Lions Club,R2-1,Champaign,6730,,AERIAL,F,,4779,,{CD6EE607-DD15-499F-82AA-D4156B7B845B}
-9829014.31902493,4882269.90116769,15301,Adopt A Highway,"24"" X 30""", ,Punched Telespar, ,Custom,DSC Vocational Services,R2-1,Champaign,2415,,AERIAL,D,,1716,,{BFF3510C-4387-4857-BFD1-78EAE921F80F}
-9823762.31786478,4886552.45792363,15302,Adopt A Highway,"24"" X 30""", ,Traffic Signal Standard,,Custom,Deborah Chapter #27,AHA,Champaign,7682384D-850D-4F4A-B63F-ED34EAD0C1CB,,AERIAL,L,,9396,,{F3CE9483-DD35-4E2F-924C-07989AEC4CD6}
-9823526.4976295,4879228.73726252,15303,Roundabout,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{5EF2536F-6BCD-4EAE-9C61-2271541012DB}
-9823568.33787742,4879216.92186315,15304,Pedestrian Crossing,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{157D629E-A58E-4986-B186-A6570B3F7707}
-9823571.07712263,4879234.623159,15305,Yield,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{D636C42C-F69C-46B4-8A98-6C3AB0C76C45}
-9823567.67172135,4879225.28221429,15306,Right Curve,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{2AF2C4D4-D85D-4AC0-AAC7-1FECEECEDCDE}
-9823592.02193197,4879247.50184452,15307,Yield,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{361D2C0D-3ED4-4DB0-9629-7FD163E71069}
-9823603.36335886,4879220.59827868,15308,Yield,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{A05CD3C2-CE79-4E63-8AF2-2B0AD7E391BA}
-9823580.09870621,4879211.87016407,15309,Yield,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{29A7B3BF-CF07-491C-9A05-DB5DD4848E85}
-9823566.92942747,4879233.13912551,15310,Pedestrian Crossing,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{83396E96-D6F7-431D-A860-E5679F44C287}
-9823588.45726588,4879229.38756601,15311,Right Arrow,"36"" X 48""", ,Punched Telespar, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{C3AA8371-72CD-4612-805A-E12FC1BF032F}
-9823589.28028723,4879225.90224626,15312,Right Arrow,"36"" X 48""", ,Punched Telespar, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{AC507337-FBE5-48D1-BCEF-BD4C2E7E668D}
-9823584.8384791,4879228.60689105,15313,Right Arrow,"36"" X 48""", ,Punched Telespar, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{80D219A7-6138-4E30-96FC-F191F9B1730A}
-9823585.77732595,4879225.21748425,15314,Right Arrow,"36"" X 48""", ,Punched Telespar, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{AC5983C5-E898-403B-A745-2EBE53CC2FD4}
-9823488.84886551,4879204.25974121,15315,Stop,"36"" X 48""", ,Wooden Post, ,Regulatory, ,R2-1,IDOT,7396,,AERIAL,F,,5251,,{11D04E8E-3515-43F1-86A8-99B270F9AD22}
-9823488.84886551,4879204.25974121,15316,Streetname,"36"" X 48""", ,Wooden Post, ,Regulatory,S Neil St,R2-1,IDOT,7396,,AERIAL,F,,5251,,{B928A313-D761-4318-859E-AA398416A48D}
-9823488.84886551,4879204.25974121,15317,Streetname,"36"" X 48""", ,Wooden Post, ,Regulatory,Brewers Ct,R2-1,IDOT,7396,,AERIAL,F,,5251,,{2A9E8DED-4A67-4F06-9A14-A1EB510ED6FA}
-9824374.15086336,4882864.80763545,15318,No Parking to Corner,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,12353,Central High School,AERIAL,A,,8528,,{08F53A18-A062-4BE2-B024-06A25DE7D25F}
-9824174.33878269,4882865.75587081,15319,No Parking to Corner,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,12353,Central High School,AERIAL,A,,8528,,{C725DA69-6484-4BB1-A452-179BB79CFC39}
-9831498.80966905,4876969.82646741,15320,Stop,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,698,,AERIAL,E,Nicklaus Dr,525,,{75B31624-0ABD-4D7F-A253-97A8B329006D}
-9831490.88604645,4876996.64628084,15321,Stop,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,698,,AERIAL,E,Nicklaus Dr,525,,{F7910D44-2547-4665-822B-F2A4799B6D11}
-9831519.86743895,4876979.35299785,15322,Stop,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,698,,AERIAL,E,Nicklaus Dr,525,,{C29536AA-FD83-4157-8A8E-C32860760550}
-9831648.22886277,4876131.82811672,15323,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar, ,Regulatory,,R12-5,Champaign,7895,,AERIAL,E,,5637,,{4B547F57-0A15-466B-9E90-A0ACA5C18EA2}
-9831513.19387929,4876935.48466176,15324,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar, ,Regulatory,7 tons,R12-5,Champaign,7895,,AERIAL,E,,5637,,{CB666126-7463-4975-A8CA-0C4340932A6A}
-9831706.06550488,4876999.16469631,15325,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar, ,Regulatory,7 tons,R12-5,Champaign,7895,,AERIAL,E,,5637,,{1FCE9D90-11F9-4500-AA15-A3E19F5B78E5}
-9831865.45301704,4876982.76112584,15326,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar, ,Regulatory,7 tons,R12-5,Champaign,7895,,AERIAL,E,,5637,,{ED9F1C1D-075E-42EB-A250-CC0B3A119168}
-9825465.80138282,4881814.75454148,15327,No Parking to Corner,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,1112,,AERIAL,C,,869,,{43F0911A-6C94-473C-8C30-332F3D09B68E}
-9825479.67688708,4881823.71902907,15328,No Parking to Corner,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,1112,,AERIAL,C,,869,,{B5B64400-FAC2-4342-9036-9E3F5A503C5B}
-9824750.58951944,4888160.5256693,15329,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{DDF5428A-75B2-4CE6-BE5E-29BA4CCE06EC}
-9824743.23726184,4888143.74713572,15330,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{58513C99-681E-49A9-B0D5-7319A2EE76A8}
-9824698.62951359,4888234.81122756,15331,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{040DD263-E907-4915-97CF-171A91C239E4}
-9824683.52082881,4888234.69884993,15332,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{04915905-C944-4F4C-8AED-1758CDF75626}
-9824354.12411135,4888237.61814665,15333,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{F4D22EAF-9914-41EB-9C08-ED6D53C5CE93}
-9824341.61122662,4888232.03305868,15334,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{657F45BA-0363-4838-9639-094FFCC357C2}
-9824035.83256086,4888241.10777593,15335,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{D75CB63A-B48A-4FEC-8695-B81B01A401D1}
-9824022.85215183,4888235.4699019,15336,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{0D3B2F55-2EDA-40D0-ABF1-F7169A64CC11}
-9823929.80889172,4888242.26680265,15337,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{10BE64D9-48A9-4959-AA6D-BC78340562FC}
-9823916.2596498,4888236.50652504,15338,Pedestrian Crossing,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,3180,,AERIAL,L,,2352,,{12EE844D-5D99-4288-AF24-24B21BB04EEA}
-9823132.14863341,4883738.80181859,15339,No Parking 2am-5am,"12"" X 18""", ,Punched Telespar,2016,Parking,*1AM-4AM,R7-2,Champaign,13750,,AERIAL,A,,9776,,{1AA29406-29DE-4AE5-8E92-43ADD6F98F4A}
-9824607.99513012,4884801.07575395,15340,No Parking with Left Arrow,"12"" X 18""", ,Unpunched Telespar,2021,Parking, ,R7-1,Champaign,4800,,AERIAL,L,,3510,,{54CB947F-B158-4FBB-93F4-F722CEB3387C}
-9824588.83899073,4884800.91606918,15341,No Parking with Right Arrow,"12"" X 18""", ,Unpunched Telespar,2021,Parking, ,R7-1,Champaign,4800,,AERIAL,L,,3510,,{655FC55A-926A-4E21-A155-E700E4ACF920}
-9823581.13014561,4882233.41499781,15342,Adopt A Highway,"12"" X 18""", ,Punched Telespar, ,Parking,First Presbyterian Church,HR7-11,Champaign,6416,,AERIAL,G,,4577,,{B7FEDCBA-0C63-44BF-841D-A912A9486B63}
-9822685.55767906,4882853.79030534,15343,Adopt A Highway,"24"" X 36""", ,Streetlight,2016,Custom,Omega Delta Phi Fraternity,AHA,Champaign,13651,,AERIAL,G,,9815,,{DF090CBB-2815-4906-A755-F967A6CA6E45}
-9821606.31470174,4881332.58521324,15344,Adopt A Highway,"24"" X 36""", ,Traffic Signal Standard,2014,Custom,Sigma Lambda Gamma Fraternity,AHA,Champaign,8492,,AERIAL,I,,6099,,{FBB57926-3F34-41A3-B926-8AB5DA54A334}
-9822671.8800136,4881991.03903674,15345,Adopt A Highway,"24"" X 36""", ,Streetlight,2013,Custom,Society of Women Engineers,AHA,Champaign,48FC51AA-0A0E-435F-8038-A5F9B4D60A48,,AERIAL,I,,9505,,{C257E7A7-D1C5-46E2-82EC-73182B083ED4}
-9821621.93340411,4882850.34275667,15346,Adopt A Highway,"24"" X 36""", ,Punched Telespar,2015,Custom,American Society of Engineers,AHA,Champaign,13561,,AERIAL,J,,8431,,{B88B8C96-C1F3-424E-9051-6881C257DC1F}
-9821593.09219693,4882604.10233028,15347,Adopt A Highway,"24"" X 36""", ,Punched Telespar,2015,Custom,American Society of Engineers,AHA,Champaign,13561,,AERIAL,J,,8431,,{925CB48F-504F-4591-A1F6-85B62A14FC00}
-9823658.73773536,4884498.4193711,15348,Adopt A Highway,"24"" X 36""", ,Power Pole, ,Custom,Lone Star Lodge #18,AHA,Champaign,789,,AERIAL,A,,597,,{BD145B19-154E-49B2-B196-E293BF9DA38B}
-9824443.62707601,4884933.06735123,15349,Adopt A Highway,"24"" X 36""", ,Power Pole, ,Custom,Lone Star Lodge #18,AHA,Champaign,789,,AERIAL,A,,597,,{C1C0AA39-F46A-485A-8F94-22B082B604E3}
-9821621.14975848,4882720.13299105,15350,Adopt A Highway,"24"" X 36""", ,Punched Telespar,2015,Custom,Nu Delta Chapter of Zeta Phi Beta Sorority,AHA,Champaign,13561,,AERIAL,J,,8431,,{3E28C919-2208-46D8-A437-548283AEDCDB}
-9822676.50465436,4882712.34567962,15351,Adopt A Highway,"24"" X 36""", ,Punched Telespar,2015,Custom,Nu Delta Chapter of Zeta Phi Beta Sorority,AHA,Champaign,13561,,AERIAL,J,,8431,,{248E0C63-E254-4149-9BAC-6D42E30C636A}
-9826895.06173723,4882332.63250374,15352,Adopt A Highway,"24"" X 36""", ,Streetlight, ,Custom,Prairie Sky Grove,AHA,Champaign,9828,,AERIAL,C,,6877,,{341D5F98-06F4-4C78-BB22-7588A064663F}
-9824840.41820906,4882339.35378742,15353,Adopt A Highway,"24"" X 36""", ,Streetlight, ,Custom,Prairie Sky Grove,AHA,Champaign,9828,,AERIAL,C,,6877,,{559B1303-14C1-4048-992E-18BEBF67A74F}
-9824852.16325147,4885197.60162183,15354,Adopt A Highway,"24"" X 36""", ,Power Pole, ,Custom,Alpha PI Signma Sorority Inc.,AHA,Champaign,789,,AERIAL,A,,597,,{95AB2691-3A60-4101-99F7-8C2BA268B723}
-9829037.17237911,4887946.03607784,15355,Adopt A Highway,"24"" X 36""", ,Power Pole, ,Custom,Alpha PI Signma Sorority Inc.,AHA,Champaign,789,,AERIAL,A,,597,,{79888CC6-0812-41AC-B62A-DAB6ABC4D0D2}
-9821760.46288957,4882848.14915842,15356,Wrong Way,"12"" X 36""", ,Streetlight,2022,Regulatory, ,R5-1a,Champaign,12246,,AERIAL,J,,8443,,{3B53A861-597D-41CE-ABA6-65C2090A92F1}
-9827237.22373951,4878032.96305342,15357,Stop,"30""", ,Punched Telespar,2022,Regulatory, ,R1-1,Champaign,3107,,AERIAL,E,Karen Ct,2291,,{22A91BE2-E44E-49FB-BF1D-B96845F0203C}
-9827209.61423869,4878488.01168413,15358,Stop,"30""", ,Punched Telespar,2022,Regulatory, ,R1-1,Champaign,181,,AERIAL,E,,137,,{0FA4FD10-C5F0-493C-AB58-C6160F5D19CA}
-9827229.39863865,4878387.64827503,15359,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,181,,AERIAL,E,,137,,{9D924499-1040-4A77-8D0B-1F43BCCD73CA}
-9827235.42442022,4878473.89823457,15360,Stop,"30""", ,Punched Telespar,2022,Regulatory, ,R1-1,Champaign,181,,AERIAL,E,,137,,{ADB40D51-968D-48A3-AD24-B4902F356403}
-9823968.21728548,4883194.33034123,15361,No Parking,"12"" X 18""", ,Unpunched Telespar,2022,Parking, ,R7-1,Champaign,12747,,AERIAL,A,,8742,,{AA146A14-063F-41AD-B5B1-944F98BBF07A}
-9823967.51188299,4883246.30976166,15362,No Parking,"12"" X 18""", ,Unpunched Telespar,2022,Parking, ,R7-1,Champaign,12747,,AERIAL,A,,8742,,{9BC348EB-A341-4378-ACB1-F76442A05B13}
-9821615.17833917,4882317.59036581,15363,Adopt A Highway,"24"" X 36""", ,Traffic Signal Standard,2014,Custom,Sigma Lambda Gamma Fraternity,AHA,Champaign,8492,,AERIAL,I,,6099,,{BB11B5C4-F65E-4DE1-A66C-E088076A3B00}
-9821607.45514588,4881304.23847842,15364,Adopt A Highway,"24"" X 36""", ,Traffic Signal Standard,2014,Custom,Sigma Lambda Beta Fraternity,AHA,Champaign,8492,,AERIAL,I,,6099,,{FE844EDB-FEBE-4202-A6C1-C82F5DAC0754}
-9823613.35360245,4884466.68208797,15365,Adopt A Highway,"24"" X 36""", ,Power Pole, ,Custom,Mittendorf Neighborhood Association,AHA,Champaign,789,,AERIAL,A,,597,,{EB47ED7E-F4CD-4B14-AA48-A96D5FA0909A}
-9824794.89585527,4885173.76736213,15366,Adopt A Highway,"24"" X 36""", ,Power Pole, ,Custom,Mittendorf Neighborhood Association,AHA,Champaign,789,,AERIAL,A,,597,,{6B1327D6-BA9E-4841-9669-BE684501D873}
-9824802.91725685,4883131.08780673,15367,Do Not Enter,30 X 30,,Streetlight, ,School, ,R5-1,Champaign,12796,,AERIAL,B,,8771,,{C057EE35-56B7-4E87-A572-8B7FCD1843A0}
-9824805.13296936,4883152.04122651,15368,Do Not Enter,30 X 30, ,Streetlight, ,School, ,R5-1,Champaign,12796,,AERIAL,B,,8771,,{CD3B79F7-D5FE-47F7-AB55-9B39F198823C}
-9827823.22724977,4889541.00565592,15369,30 mph Speed Limit,30 X 30, ,Punched Telespar,2022,Streetname, ,R1-1,Champaign,15599, ,,H,Lovie Ln,9943,,{905F8547-8744-46BE-8207-8E741A86B55D}
-9828009.47133516,4889614.25265003,15370,30 mph Speed Limit,30 X 30, ,Punched Telespar,2022,Streetname, ,R1-1,Champaign,15599, ,,H,Lovie Ln,9943,,{587FBB3E-D881-4435-AA08-FAECF58091D1}
-9823387.4322352,4884916.93800364,15371,Stop,"30"" X 30""", ,Punched Telespar,2022,Regulatory, ,R1-1,Champaign,4364,,AERIAL,L,Garden Ln,3211,,{7BD93460-DFDB-4893-8D67-331F5DE044EA}
-9823658.21070911,4884910.5240546,15372,Stop,"30"" X 30""", ,Punched Telespar,2022,Regulatory, ,R1-1,Champaign,4364,,AERIAL,L,Garden Ln,3211,,{22E2E207-EDB0-4862-B14B-18566AD3090F}
-9823545.38970107,4884781.20121319,15373,Stop,"30"" X 30""", ,Punched Telespar,2022,Regulatory, ,R1-1,Champaign,4364,,AERIAL,L,Garden Ln,3211,,{E8B07501-AA1B-4BD0-8A3E-E084D22FF404}
-9825815.5496801,4882576.46352578,15374,No Parking to Corner,"24"" X 30""", ,Punched Telespar,2022,Regulatory, ,R8-3aD,Champaign,1817,,AERIAL,B,,1448,,{49901C42-60AD-47F1-8B76-2B2D945782C5}
-9825848.81066481,4882586.41650081,15375,No Parking to Corner,"24"" X 30""", ,Punched Telespar,2022,Regulatory, ,R8-3aD,Champaign,1817,,AERIAL,B,,1448,,{D6663FFA-9394-4B4D-8C13-A8ECA9C28F4B}
-9824783.2391649,4877376.89714181,15376,Pedestrian Crossing,"36"" X 36""", W16-7PR,Unpunched Telespar,2023,Warning, ,W11-2,Champaign,604,,AERIAL,F,,457,,{90AAE612-2D21-440B-AE90-4A705D5BA2D5}
-9824762.284211,4877372.46997202,15377,Pedestrian Crossing,"36""X36""", W16-7PL,Unpunched Telespar, ,Warning, ,W11-2,Champaign,604,,AERIAL,F,,457,,{411C62A2-C659-4C78-BA52-8A5D7DEA35A8}
-9823595.44536985,4881808.26447887,15378,No Parking,"12"" X 18""", ,Punched Telespar,2023,Parking, ,R7-1,Champaign,6427,,AERIAL,G,,4584,,{AABBCB4F-9313-41ED-97E4-613F911EF70E}
-9823576.09962574,4881843.14403314,15379,No Parking,"12"" X 18""", ,Punched Telespar,2023,Parking, ,R7-1,Champaign,6427,,AERIAL,G,,4584,,{D41C78ED-502E-4869-8D52-686F8458A944}
-9821536.22186974,4882855.63748283,15380,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar,2020,Regulatory, ,R2-1,Champaign,12595,,AERIAL,J,,8245,,{E3E87B88-5D46-4645-B270-3443EA2037C8}
-9822157.25105025,4882853.07579056,15381,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar,2023,Regulatory, ,R2-1,Champaign,12595,,AERIAL,J,,8245,,{CBDC237A-31D5-4A41-AE95-3EF77D0C0F4D}
-9822247.55577272,4882877.74444732,15382,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar,2023,Regulatory, ,R2-1,Champaign,12595,,AERIAL,J,,8245,,{2692072E-4A4E-4F0A-AC03-2075FD45DA9F}
-9822491.80511729,4882849.86848416,15383,30 mph Speed Limit,"24"" X 30""", ,Punched Telespar,2023,Regulatory, ,R2-1,Champaign,12595,,AERIAL,J,,8245,,{0875B71B-7C00-48D0-93FF-DC13333A506C}
-9824415.38525383,4882982.3899628,15384,Pedestrian Crossing,"12"" X 18""", ,U-Channel,2023,School, ,S1-1,Champaign,12363,,AERIAL,A,No Parking 5am-4pm on School Days,8537,,{132CFFA9-C18A-4EA0-9E8C-808E6B604A8D}
-9824431.81724285,4883012.22107731,15385,Pedestrian Crossing,"12"" X 18""", ,U-Channel,2023,School, ,S1-1,Champaign,12363,,AERIAL,A,No Parking 5am-4pm on School Days,8537,,{7E0E0055-9D9F-4DDF-82E5-60EBE3CAB402}
